bibNumber,title,deweyClass
591437,"Kids create art craft experiences for 3 to 9 year olds",745.5
2212902,"casa loca Latino style comes home 45 funky craft projects for decorating and entertaining",745.5
2125688,"Kathy Ross crafts letter shapes",745.5
2181592,"Kathy Ross crafts Numbers",745.5
1915771,"childrens year crafts and clothes for children and parents to make",745.5
2137362,"Quick to make stylish gifts to craft in a day",745.5
1792940,"Creative crafting with recycled greeting cards",745.5
616681,"Dough crafts",745.5
2240507,"crafty divas D I Y stylebook a grrrls guide to cool creations you can make show off and share",745.5
1604441,"Addys craft book a look at crafts from the past with projects you can make today",745.5
1604442,"Felicitys craft book a look at crafts from the past with projects you can make today",745.5
2001804,"Crafts to make sell",745.5
1757394,"Complete home crafts",745.5
1853577,"crafters recipe book 200 new ideas for decorating objects in paper fabric ceramic and wood",745.5
2228666,"Complete craft",745.5
2213562,"Arts crafts",745.5
1981224,"Kids create art craft experiences for 3 to 9 year olds",745.5
1848181,"Kids Can Press jumbo book of crafts",745.5
1820428,"Crafts of many cultures 30 authentic craft projects from around the world",745.5
2090142,"Cool crafts for creative kids",745.5
1820546,"Adventures in art art craft experiences for 8 to 13 year olds",745.5
2212871,"100 crafts under 10",745.5
2021895,"Family crafting fun projects to do together",745.5
2227475,"Wild with a glue gun getting together with crafty friends includes 65 creative projects",745.5
2226560,"Michaels book of arts crafts",745.5
2080792,"Crafts from your favorite childrens stories",745.5
2205137,"Natures art box from t shirts to twig baskets 65 cool projects for crafty kids to make with natural materials you can find anywhere",745.5
1671454,"Creative crafts",745.5
2223614,"Crafts for the spirit 30 beautiful projects to enhance your personal journey",745.5
2107798,"20 minute crafts",745.5
1938004,"Memory crafting beyond the scrapbook",745.5
1915605,"little hands big fun craft book creative fun for 2 to 6 year olds",745.5
1604446,"Samanthas craft book a peek at crafts from the past with projects you can make today",745.5
2288201,"Crafting personal shrines",745.5
1971883,"Muppets big book of crafts",745.5
1635381,"Kid style nature crafts 50 terrific things to make with natures materials",745.5
2294512,"girls world book of friendship crafts cool stuff to make with your best friends",745.5
2251660,"year of cats in hats crafts to make you smile",745.5
1916519,"Simple pleasures of the home cozy comforts and old fashioned crafts for every room in the house",745.5
2058855,"Kids Can Press jumbo book of easy crafts",745.5
2333337,"Super crafty over 75 amazing how to projects",745.5
2114091,"At the zoo explore the animal world with craft fun",745.5
1742356,"Make Something Club is back more fun with crafts foods and gifts",745.5
1672095,"great book of dinosaur crafts",745.5
1379324,"Creative fun crafts for kids",745.5
54922,"Leathercraft creative technique and design",745.5
263419,Leathercraft,745.5
2309477,"Fun to make crafts for every day",745.5
2109779,"Dog crafts",745.5
2263719,"Hippie crafts creating a hip new look using groovy 60s crafts",745.5
1796786,"Creative dough crafts 100 delightful designs to make in your own kitchen",745.5
1334195,"Nature crafts for all the seasons",745.5
1390280,"Country craft compendium",745.5
2193492,"Craft adventures",745.5
2111140,"Between friends craft projects to share",745.5
1600995,"Plains Indian and mountain man arts and crafts an illustrated guide",745.5
1759422,"Disneys FamilyFun crafts",745.5
1995896,"crafters project book 80 projects to make and decorate",745.5
1327425,"After school crafts",745.5
1737537,"Crafts for kids who are wild about dinosaurs",745.5
1604445,"Mollys craft book a peek at crafts from the past with projects you can make today",745.5
2152678,"I can make that fantastic crafts for kids",745.5
2125689,"Kathy Ross crafts letter sounds",745.5
1388594,"Nature crafts with a microwave",745.5
1295186,"Kidcraft treasury the Womans Day book of fun projects for kids",745.5
2160538,"501 fun to make family crafts",745.5
2104206,"Decorative crafts sourcebook recipes and projects for paper fabric and more",745.5
1596432,"Baby craft",745.5
1776510,"Crafts for kids who are wild about insects",745.5
1998761,"Easy crafts for home family",745.5
1820425,"Crafts for kids who are wild about oceans",745.5
1902382,"Crafts to make in the summer",745.5
1839633,"Crafts to make in the Fall",745.5
2013100,"Angel crafts video Vol 1",745.5
2165929,"All around town exploring your community through craft fun",745.5
1726610,"Crafts for girls",745.5
628995,"Mr Franks rainy day crafts for kids Vol 2 Stuff around the house",745.5
2281104,"Craft fun",745.5
1602928,"Costume crafts",745.5
1820410,"50 nifty crafts to make with things around the house",745.5
1820429,"Crafts to make in the spring",745.5
1935894,"Crafts for dummies",745.5
2171197,"Crafts from salt dough",745.5
1360510,"Stars the art of making stellar gifts and radiant crafts",745.5
1353850,"Make Something Club fun with crafts food and gifts",745.5
570724,"African crafts",745.5
2335612,"All girl crafts",745.5
2251654,"Crafting with nature in a weekend",745.5
1344534,"I made it myself 40 kids craft projects",745.5
1602930,"Animal crafts",745.5
1300693,"Crafts for celebration",745.5
752743,"Color in leathercraft a complete course in color decoration and finishing of leather for the handcraftsman",745.5
711882,"Reinhold book of art and craft techniques for parents teachers and children",745.5
1602927,"Food crafts",745.5
2147220,"Gourd crafts for the first time",745.5
2141604,"Angel crafts graceful gifts and inspired designs for 47 projects",745.5
1385630,"One hour crafts for kids",745.5
1737538,"Crafts for kids who are wild about outer space",745.5
1806447,"Making cool crafts awesome art a kids treasure trove of fabulous fun",745.5
1714745,"Traditional crafts from Mexico and Central America",745.5
2109778,"Cat crafts",745.5
1710149,"Last minute Christmas gifts crafting quick classy presents for everyone on your list",745.5
2194199,"Quick easy gourd crafts",745.5
1761816,"Nature crafts have fun with nature more than 80 great projects",745.5
1776511,"Crafts for kids who are wild about rainforests",745.5
2346792,"Photocraft cool things to do with the pictures you love",745.5
1604444,"Kirstens craft book a peek at crafts from the past with projects you can make today written and edited by Jodi Evert inside illustration by Geri Strigenz Bourget photography by Mark Salisbury",745.5
588074,"Zapcrafts microwaves are for much more than cooking",745.5
1363174,"Asian crafts",745.5
1871961,"My Little House crafts book 18 projects from Laura Ingalls Wilders Little House stories",745.5
1349577,"collage of crafts",745.5
251810,"Fundamentals of leathercraft",745.5
55058,"Getting started in leathercraft",745.5
1962784,"Native crafts inspired by North Americas first peoples",745.5
1284420,"English country crafts collection",745.5
2343577,"Crafts for kids who are learning about community workers",745.5
1710155,"complete book of gourd craft 22 projects 55 decorative techniques 300 inspirational designs",745.5
1275537,"Colonial American crafts the village",745.5
2354430,"Craftster guide to nifty thrifty and kitschy crafts fifty fabulous projects from the fifties and sixties",745.5
1925810,"Creative doughcraft",745.5
2350632,"Crafty Chicas art de la soul glittery ideas to liven up your life",745.5
1767752,"Pioneer crafts",745.5
1661266,"Naturecrafts 50 extraordinary gifts and projects step by step",745.5
1839635,"Hearts and crafts over 20 projects for fun loving kids",745.5
2040941,"102 projects for craft shows bazaars",745.5
52961,"leathercraft book",745.5
97374,Wildcrafts,745.5
2031782,"Craft gift ideas",745.5
2103501,"Crafters companion over 1000 tips tricks techniques ideas solutions projects and secrets from the pros",745.5
1656273,"Glorious country food crafts decorating",745.5
2361560,Alternacrafts,745.5
1944111,"Make yourself a monster A book of creepy crafts",745.5
1387512,"EcoArt earth friendly art craft experiences for 3 to 9 year olds",745.5
1113985,"Simple gifts 25 authentic Shaker craft projects",745.5
1848876,"Country doughcraft for your home",745.5
2042810,"Making memories celebrating mothers and daughters through traditions crafts and lore",745.5
2375240,"Organizing your craft space",745.5
2278389,"Princess crafts",745.5
2374316,"My DIY the stylin girls guide to DIY projects from sassy crafts to thrifty gifts",745.5
1969357,"Crafts to make in the winter",745.5
1820432,"Eco arts crafts",745.5
1388728,"Wreaths and other nature crafts",745.5
2388401,"Casting for crafters",745.5
1988370,"101 projects for craft shows bazaars",745.5
2401901,"Step by step crafts for winter",745.5
2109848,"Creative crafts for critters",745.5
2403247,"Craftivity 40 projects for the DIY lifestyle",745.5
2401891,"Crafty kids fun crafts for you and your toddler",745.5
2406746,"Making stuff an alternative craft book",745.5
2413533,"By hand the use of craft in contemporary art",745.5
2433849,"Organic crafts 75 Earth friendly art activities",745.5
1612056,"complete book of nature crafts how to make wreaths dried flower arrangements potpourris dolls baskets gifts decorative accessories for the home and much more",745.5
91790,"you and me heritage tree childrens crafts from 21 American traditions",745.5
