distinct_bib,subject
3141432,"Gay labor union members United States"
3141432,"Gay liberation movement United States"
3141432,"Gays Employment United States"
3141433,"Homosexuality Religious aspects Christianity"
3141433,"Homosexuality Religious aspects Protestant churches"
3141433,"Protestant gays Religious life"
3141434,"Bisexuals United States History 20th century"
3141434,"Gay liberation movement United States"
3141434,"Gay men United States History 20th century"
3141434,"Gay rights United States"
3141434,"Homosexuality United States History 20th century"
3141434,"Lesbians United States History 20th century"
3141434,"Transgender people United States History 20th century"
3141435,"Gay and lesbian studies"
3141435,"Homosexuality Political aspects"
3141435,"Queer theory"
3141437,"Gay liberation movement California San Francisco"
3141439,"Homosexuality in motion pictures"
3141439,"Male homosexuality"
3141440,"Gay men United States"
3141441,"Gays New York State New York History"
3141441,"Homosexuality New York State New York History"
3141442,"Gay community New York State Fire Island Island History"
3141442,"Gay men New York State Cherry Grove History"
3141442,"Gays New York State Fire Island Island History"
3141442,"Lesbian community New York State Fire Island Island History"
3141442,"Lesbians New York State Cherry Grove History"
3141443,"Gay men Sexual behavior"
3141459,"Lesbian artists Biography"
3141471,"African American gays"
3141474,"Children of gay parents United States History"
3141474,"Gay parents United States History"
3141474,"Gay rights United States History"
3141498,"Gay men Fiction"
3141499,"Bisexual men Biography"
3141499,"Bisexual men Literary collections"
3141499,"Bisexuality Literary collections"
3141500,"Gay men Drama"
3142957,"Jewish lesbians Israel Fiction"
3142978,"African American lesbians Fiction"
3142978,"Lesbians Fiction"
3143098,"Transgender youth California Oxnard Case studies"
3143411,"Gay men Crimes against Wyoming Laramie"
3143564,"Gay men Comic books strips etc"
3143564,"Gay teenagers Comic books strips etc"
3144187,"Gay men Canada Fiction"
3144194,"Lesbian couples Fiction"
3144194,"Lesbians Family relationships Fiction"
3144646,"Gay men Comic books strips etc"
3144731,"Gay men Drama"
3145434,"Gay men Fiction"
3145444,"Lesbians Fiction"
3145613,"Gay teenagers Fiction"
3145639,"Gay rights United States History 20th century"
3145788,"Gay men United States Biography"
3145982,"African American gays Fiction"
3145982,"Gay youth Fiction"
3146250,"Gay men Fiction"
3146437,"Homosexuality Fiction"
3146437,"Homosexuality Juvenile fiction"
3146718,"Gay men Fiction"
3146721,"Gay men Fiction"
3146724,"Gay men Fiction"
3146725,"Gay couples Fiction"
3146725,"Gay men Fiction"
3147045,"Lesbians Drama"
3147057,"Gay liberation movement Drama"
3148742,"Lesbians Fiction"
3148754,"Gay actors Fiction"
3149009,Lesbians
3149038,"Gay men Comic books strips etc"
3153647,"Lesbians United States Biography"
3153661,"Lesbianism in motion pictures"
3153661,"Lesbians in motion pictures"
3153823,"Transgender people California San Francisco Bay Area Biography"
3153855,"Gays Juvenile fiction"
3153863,"Lesbian mothers Fiction"
3153996,"Gay men Crimes against Drama"
3153996,"Gays Drama"
3153996,"Homosexuality Drama"
3154084,"Homosexuality Religious aspects Judaism"
3154084,"Jewish gays"
3154084,"Jewish lesbians"
3154116,"Ex gay movement United States"
3154116,"Gay men United States"
3154116,"Gays Identity"
3154116,"Gays United States Biography"
3155030,"Parents of gays Drama"
3155043,"Transgender people"
3155043,"Transgender people Medical care"
3155043,"Transgender youth"
3155043,"Transgender youth Medical care"
3155286,"JUVENILE FICTION Social Issues Homosexuality"
3155355,"Transgenderism Juvenile literature"
3156084,"Gay men Fiction"
3156097,"Lesbians Fiction"
3156098,"Lesbians Fiction"
3156099,"Lesbians Fiction"
3156100,"Lesbians Fiction"
3156101,"Lesbians Fiction"
3156103,"Lesbians Fiction"
3156190,"Gays United States Biography"
3156223,"Mormon gays United States Biography"
3156232,"Gay liberation movement United States History"
3156232,"Gay rights United States History 20th century"
3156232,"Gays Political activity United States History 20th century"
3156232,"Gays United States History 20th century"
3156280,"Lesbians Drama"
3156442,"Lesbians Juvenile fiction"
3156527,"Gay men Psychology"
3156527,"Male homosexuality Psychological aspects"
3156890,"Lesbian erotic fiction"
3156890,"Lesbian erotic stories"
3156890,"Lesbian erotic stories American"
3156890,"Lesbianism Fiction"
3156890,"Lesbians Fiction"
3156895,"Gay men Arab counties Fiction"
3156915,"Gay clergy Fiction"
3156922,"Gay men China Fiction"
3160069,"Young gay men Comic books strips etc"
3160261,"Gay and lesbian studies"
3160527,"Transgender artists Drama"
3160527,"Transgender people Drama"
3161335,"Homosexuality Iraq Fiction"
3161364,"Gay men Fiction"
3161457,"Gay men Fiction"
3161496,"Gay men Fiction"
3161606,"Lesbians New York State New York Drama"
3162386,"Bisexual women California Los Angeles Drama"
3162386,"Lesbians California Los Angeles Drama"
3162387,"Bisexual women California Los Angeles Drama"
3162387,"Lesbians California Los Angeles Drama"
3162387,"Lesbians Conduct of life Drama"
3162450,"COMICS GRAPHIC NOVELS Gay Lesbian"
3162450,"Gay couples Comic books strips etc"
3162450,"Gay heroes Comic books strips etc"
3163192,"Transgender fiction"
3163192,"Transgender people Fiction"
3163485,"Gay men Legal status laws etc Great Britain Comic books strips etc"
3163660,"Gay business enterprises"
3163660,"Gay culture"
3163733,"Gay men Comic books strips etc"
3163750,"Homosexuality Fiction"
3163750,"Homosexuality Juvenile fiction"
3163766,"Gays Fiction"
3163766,"Gays Juvenile fiction"
3164339,"Bisexuals United States Interviews"
3164339,"Gays United States Interviews"
3164339,"Transgender people United States Interviews"
3164736,"Gay fiction"
3164736,"Gay youth Fiction"
3164831,"Queer theology"
3164831,"Queer theory"
3164880,"Lesbians Drama"
3165056,"Gay men Fiction"
3165149,"Transgender youth Fiction"
3165422,"Lesbian vampires Fiction"
3165460,"Gay men Fiction"
3166076,"Gay and lesbian studies"
3166098,"Gay men Drama"
3166101,"Gay teenagers Drama"
3166320,"Gays and sports"
3166637,"Gay men Sexual behavior Fiction"
3167538,"Gay theater"
3167538,"Gays writings American"
3167538,"Lesbian theater"
3167599,"Gay men Biography"
3167599,"Gay men New York State Biography"
3167599,"Jewish gays United States Biography"
3167725,"Gay teenagers Drama"
3167725,"Homosexuality Drama"
3167731,"Gay teenagers United States Biography"
3167745,"Gay fathers Fiction"
3167745,"Gay fathers Juvenile fiction"
3167749,"Transgender people Fiction"
3167749,"Transgender people Juvenile fiction"
3167774,"Gay adoption"
3167774,"Gay parents"
3167774,"Gay parents Anecdotes"
3167774,"Lesbian couples as parents"
3167795,"Gay men Drama"
3167835,"Lesbian teenagers Juvenile fiction"
3167844,"Gays Fiction"
3167844,"Gays Juvenile fiction"
3167858,"Transgender people Fiction"
3167858,"Transgender people Juvenile fiction"
3167859,"Lesbians Fiction"
3170360,"Gay and lesbian studies"
3170360,"Gay men History"
3170360,"Homosexuality History"
3170360,"Lesbians History"
3170372,"Children of gay parents"
3170372,"Gay fathers"
3170372,"Gay fathers Family relationships"
3170374,"Transgender people Poetry"
3170376,"Homosexuality Political aspects China"
3170376,"Queer theory China"
3170377,"Gay liberation movement Namibia Foreign influences"
3170377,"Gay rights Namibia"
3170380,"Gay men Iran Biography"
3170380,"Gay rights Iran"
3170381,"African American gays"
3170381,"Gay men"
3170381,"Gays in popular culture"
3170381,"Minority gays"
3170383,"Gay and lesbian studies"
3170383,"Gays History Sources"
3170383,"Gays Research"
3170387,"Transgender people Poetry"
3170389,"Gay men Poetry"
3170389,"Gay poets United States"
3170390,"African American gay men Identity"
3170390,"Gay community"
3170391,"Lesbians United States Biography"
3170392,"Gay men United States Biography"
3170393,"Transgender youth Biography"
3170394,"Transgender people Family relationships Drama"
3170395,"American poetry Lesbian authors"
3170395,"Mexican American lesbians Poetry"
3170399,"Homosexuality Religious aspects Christianity"
3170525,"Lesbians Legal status laws etc Drama"
3170526,"Lesbian couples Drama"
3170526,"Lesbians Drama"
3170660,"Gay men Fiction"
3170661,"Gay men Illinois Chicago Fiction"
3170661,"Gay private investigators Fiction"
3170662,"Lesbians Fiction"
3170663,"Gay private investigators Fiction"
3170665,"Lesbians Fiction"
3170666,"Lesbians Fiction"
3170667,"Lesbians Fiction"
3170668,"Lesbians Fiction"
3170670,"Lesbians Fiction"
3170672,"Lesbians Fiction"
3170673,"Lesbians Fiction"
3170675,"Lesbians Fiction"
3170676,"Lesbians Fiction"
3170677,"Lesbians Fiction"
3170678,"Lesbians Fiction"
3170679,"Gay men Fiction"
3170679,"Gay youth Fiction"
3170681,"Lesbians Fiction"
3170685,"Gay men Fiction"
3170687,"Gay men Illinois Chicago Fiction"
3170687,"Gay private investigators Fiction"
3170688,"Gay men Fiction"
3170689,"Gay men Fiction"
3170690,"Lesbians Fiction"
3170760,"Transgender people Identity Fiction"
3170762,"Lesbians Fiction"
3170779,"Lesbians Fiction"
3170781,"Gay men Fiction"
3170782,"Gay men Fiction"
3170783,"Gay men Fiction"
3170784,"Lesbians Fiction"
3170785,"Gay men Fiction"
3170786,"Lesbians Fiction"
3170787,"Lesbians Fiction"
3170788,"Homosexuality Fiction"
3170790,"Lesbians Fiction"
3170791,"Transgender fiction"
3170791,"Transgender people Fiction"
3170792,"Gay military personnel Fiction"
3170793,"Gay teenagers Fiction"
3170794,"Gays Fiction"
3170794,"Transgender fiction"
3170794,"Transgender people Fiction"
3170795,"Lesbians Fiction"
3170885,"Transgender people Fiction"
3170885,"Transgender youth Juvenile fiction"
3170942,Bisexuals
3170942,Gays
3170942,Homosexuality
3170942,Lesbians
3170942,"Queer theory"
3170947,"Gays Fiction"
3170949,"Gay teenagers Fiction"
3171018,"Gay men Japan Tokyo Comic books strips etc"
3172132,"Gay culture New York State New York Fiction"
3172132,"Gay men Fiction"
3172307,"Gay men Fiction"
3172308,"Gay men Fiction"
3172340,"Gay men Fiction"
3172598,"Children of gay parents Juvenile fiction"
3172598,"Gay parents Juvenile fiction"
3172598,"Lesbian mothers Juvenile fiction"
3172647,"Gay men Sexual behavior"
3172647,"Gay men Underground literature"
3173064,"Young gay men Comic books strips etc"
3173445,"Lesbian mothers Fiction"
3173445,"Lesbian mothers Juvenile fiction"
3174613,"Gay men Comic books strips etc"
3174655,"Transgender people Juvenile fiction"
3175072,"Gay men United States Biography"
3175623,"Gay teenagers Juvenile fiction"
3175623,"Gays Fiction"
3175630,"Gay teenagers Fiction"
3175630,"Gay teenagers Juvenile fiction"
3175636,"Gay teenagers Fiction"
3176021,"Gay men Conduct of life"
3176021,"Gay men Life skills guides"
3176021,"Gay men Psychology"
3176077,"Lesbians Fiction"
3176078,"Bisexuals Fiction"
3176284,"Transgender people Biography"
3176455,"Lesbian motion picture producers and directors Belgium Biography"
3176472,"Lesbian teenagers Drama"
3177248,"Lesbians Comic books strips etc"
3177248,"Lesbians Sexual behavior Comic books strips etc"
3177249,"Lesbians Comic books strips etc"
3177249,"Lesbians Sexual behavior Comic books strips etc"
3177250,"Lesbians Comic books strips etc"
3177369,"Lesbians Fiction"
3178321,"Gay men Drama"
3178324,"Gay men Drama"
3178338,"Queer theory"
3178693,"Homosexuality Fiction"
3178693,"Homosexuality Juvenile fiction"
3178729,"Lesbians England London Fiction"
3180085,"Transgender youth Biography"
3180085,Transgenderism
3180091,"Transgender athletes"
3180091,"Transgender athletes United States Biography Juvenile literature"
3180091,"Transgender people"
3180091,"Transgender people United States Biography Juvenile literature"
3180096,"Homosexuality in the Bible"
3180096,"Homosexuality Religious aspects Christianity"
3180097,"Gay liberation movement Juvenile literature"
3180097,"Gay pride celebrations Juvenile literature"
3180097,"Gay Pride Day Juvenile literature"
3180182,"Lesbians Fiction"
3180836,"Lesbians Texas Fiction"
3181003,"Gay couples Legal status laws etc United States"
3181003,"Gay rights United States History"
3181003,"SOCIAL SCIENCE Gay Studies"
3181019,"Children of gay parents California Biography"
3181778,"Lesbians Drama"
3181795,"Gay men Drama"
3181795,"Lesbians Drama"
3181796,"Gay men Drama"
3181796,"Homosexuality Drama"
3181817,"Gay fathers Fiction"
3181817,"Gay fathers Juvenile fiction"
3181819,"Transgender people Fiction"
3181819,"Transgender people Juvenile fiction"
3181991,"Gay men Indiana Fiction"
3183277,"Bible and homosexuality"
3183277,"Gay men in literature"
3183277,"Gay rights Religious aspects"
3183288,"Young gay men Drama"
3183361,"Lesbians Fiction"
3183561,"Lesbians Fiction"
3183669,"Transgender youth Fiction"
3184155,"Lesbians Fiction"
3184450,"Gay men Comic books strips etc"
3184468,"Gay men Comic books strips etc"
3184476,"Transgender people Manitoba Winnipeg Biography"
3184605,"Gay adoption"
3184605,"Gay couples Family relationships"
3184605,"Gay men Family relationships"
3184606,"Gay men Psychology"
3184606,"Gay men Sexual behavior"
3184607,"Gays United States History"
3184607,"Homosexuality United States History"
3184608,"Lesbianism in literature"
3184608,"Lesbianism in motion pictures"
3184608,"Lesbians Identity"
3184608,Transgenderism
3184609,"Gay liberation movement Washington State Seattle History"
3184609,"Gay rights Washington State Seattle History"
3184609,"Gays Washington State Seattle Social conditions"
3184610,"Transgender children"
3184610,"Transgender youth"
3184611,"Gay men Crimes against Drama"
3184611,"SOCIAL SCIENCE Gay Studies"
3184612,"African American gay men Biography"
3184612,"Homosexuality United States History 20th century"
3184613,"Gay couples Legal status laws etc United States"
3184613,"Gay rights United States"
3184614,"Gay men England London Biography"
3184615,"Lesbian couples"
3184616,"Gay youth"
3184616,"Lesbian youth"
3184616,"Parents of gays"
3184617,"Lesbian feminism United States History"
3184617,"Lesbians United States History"
3184618,"Lesbians Ontario Thunder Bay Biography"
3184619,"Homosexuality Religious aspects Christianity"
3184620,"Gay men Psychology"
3184620,"Gay men Social conditions"
3186271,"Young gay men Drama"
3190297,"Bisexual high school students Juvenile fiction"
3190316,"Lesbians Fiction"
3190461,"SOCIAL SCIENCE Gay Studies"
3190485,"Homosexuality Fiction"
3190485,"Homosexuality Juvenile fiction"
3190727,"Gay athletes Canada Biography"
3190810,"Mexican American lesbians Biography"
3190814,"Lesbian feminism United States History 20th century"
3190975,"Transgender musicians United States Biography"
3190983,"Transgender artists United States 21st century Biography"
3190983,"Transgender artists United States Biography 21st century"
3190983,"Transgender people United States 21st century Biography"
3190983,"Transgender people United States Biography 21st century"
3190988,"Gay men Poetry"
3190995,"Transgender people New York State New York Portraits"
